ID,SMILES,MW,LogP,TPSA,QED,HBA,HBD,Rotatable,Rings,HeavyAtoms,FractionCSP3,Reward,Valid_SMILES
D0011,O=C(CCC(=O)c1ccncc1F)CCC1CCN(Oc2ccccc2-[n+]2ccccc2)CC1,462.545,4.5156,63.38,0.327594121606825,5,0,10,4,34,0.333333333333333,0.992915868759155,True
D0012,O=C(CCC(=O)c1ccncc1F)CCC1CCN(C(=O)c2ccccc2-[n+]2ccccc2)CC1,474.556,4.362,71.22,0.341284184689141,4,0,9,4,35,0.321428571428571,0.958794951438904,True
D0013,Cc1cc(F)cc(-c2ccc(C)c(N3CCC(CCC(=O)CCC(=O)c4ccncc4F)CC3)c2)c1,490.594,6.87244000000001,50.27,0.307152604267721,4,0,9,4,36,0.366666666666667,0.99083822965622,True
D0014,Cc1cc(F)cc(-c2ccc(N3CCC(CCC(=O)CCC(=O)c4ccncc4F)CC3)c(C)c2)c1,490.594,6.87244000000001,50.27,0.307152604267721,4,0,9,4,36,0.366666666666667,0.99083822965622,True
D0015,Cc1cc(F)cc(N2C(=O)CC(N3CCC(CCC(=O)CCC(=O)c4ccncc4F)CC3)C2=O)c1,497.542,4.02452,87.65,0.38416847085802,6,0,9,4,36,0.444444444444444,0.986516714096069,True
D0016,Cn1cc(-c2ccccc2-[n+]2ccccc2)cc(N2CCC(CCC(=O)CCC(=O)c3ccncc3F)CC2)c1=O,553.658,5.09190000000001,76.15,0.202006284548618,6,0,10,5,41,0.303030303030303,0.990068972110748,True
D0017,Cc1cc(F)cc(-c2ccc(N3CCC(CCC(=O)CCC(=O)c4ccncc4F)CC3)s2)c1,482.596,6.62552000000001,50.27,0.321490021515021,5,0,9,4,34,0.37037037037037,0.990953087806702,True
D0018,O=C(CCC(=O)c1ccncc1F)CCC1CCN(NC(=O)c2ccccc2-[n+]2ccccc2)CC1,489.571,3.8666,83.25,0.345404278454388,5,1,10,4,36,0.321428571428571,0.980079591274262,True
D0019,Cc1c2c(cc3c1OC(c1ccccc1-c1ccncc1F)C3=O)CN(N1CCC(CCC(=O)CCC(=O)c3ccncc3F)CC1)CO2,666.725,6.83792000000001,101.93,0.168508365517533,9,0,10,7,49,0.342105263157895,0.991122841835022,True
D0020,Cc1cc(F)cc(-c2ccc3c(c2)CCN3N2CCC(CCC(=O)CCC(=O)c3ccncc3F)CC2)c1,517.62,6.33712000000001,53.51,0.310301503779747,5,0,9,5,38,0.387096774193548,0.985431969165802,True
D0021,Cc1cc(F)cc(-c2ccc3c(c2)CCN3N2CCC(CCC(=O)CCC(=O)CCC(=O)c3ccncc3F)CC2)c1,573.684,6.68642000000001,70.58,0.225078840647039,6,0,12,5,42,0.411764705882353,0.985431969165802,True
D0022,Cc1c2c(cc3c1OC(=C[n+]1ccccc1)C3=O)CN(N1CCC(CCC(=O)CCC(=O)c3ccncc3F)CC1)CO2,585.656,4.68162,92.92,0.203133989495912,8,0,9,6,43,0.363636363636364,0.997997343540192,True
D0023,O=C(CCC(=O)CCC1CCN(CCN2CC(=O)N3CCc4c(F)cccc4[C@H]3C2)CC1)CCC(=O)c1ccncc1F,594.703,4.1749,90.89,0.321678061859291,7,0,13,5,43,0.545454545454545,0.988597869873047,True
D0024,Cc1cc(F)cc(-n2ccc(=O)c(N3CCC(CCC(=O)CCC(=O)c4ccncc4F)CC3)c2)c1,493.554,5.04792000000001,72.27,0.390376856904091,6,0,9,4,36,0.357142857142857,0.984295606613159,True
D0025,Cc1ccc(C2=C(N3CCC(CCC(=O)c4ccncc4F)CC3)C(=O)N(N3CCC(CCC(=O)CCC(=O)c4ccncc4F)CC3)C2=O)cc1F,729.8,6.29672000000001,120.85,0.1391874775913,9,0,14,6,53,0.425,0.989179015159607,True
D0026,O=C(CCC(=O)c1ccncc1F)CCC1CCN(c2cc(=O)c(-c3ccncc3F)cn2N2CCC(CCC(=O)CCC(=O)c3ccncc3F)CC2)CC1,770.853,6.70680000000001,135.43,0.106739376180101,11,0,17,6,56,0.428571428571429,0.99123752117157,True
D0027,Cc1ccc(-c2cn(N3CCC(CCC(=O)CCC(=O)c4ccncc4F)CC3)c(N3CCC(CCC(=O)CCC(=O)c4ccncc4F)CC3)cc2=O)c(C)c1,779.929,7.78954000000001,122.54,0.0989197429325536,10,0,17,6,57,0.444444444444444,0.994403123855591,True
D0028,Cc1cc(F)cc(N2C(=O)C(N3CCC(CCC(=O)CCC(=O)c4ccncc4F)CC3)=C(N3CCC(CCC(=O)CCC(=O)c4ccncc4F)CC3)C2=O)c1,785.864,6.73592000000001,137.92,0.106965665044565,10,0,17,6,57,0.441860465116279,0.992370128631592,True
D0029,Cc1cc(F)cc(N2C(=O)C(N3CCC(CCC(=O)CCC(=O)c4ccncc4F)CC3)=C(N3CCC(CCC(=O)c4ccncc4F)CC3)C2=O)c1,729.8,6.38662000000001,120.85,0.137429741450235,9,0,14,6,53,0.425,0.992370128631592,True
D0030,Cc1cc(F)cc(-c2cn(N3CCC(CCC(=O)CCC(=O)c4ccncc4F)CC3)ccc2=O)c1,493.554,4.85732,72.27,0.398413674049948,6,0,9,4,36,0.357142857142857,0.960056066513062,True
D0031,O=C(CCC(=O)c1ccncc1F)CCC1CCN(C(=O)N2CCCC(=O)C2)CC1,417.481,3.0298,87.65,0.636602395981994,5,0,7,3,30,0.590909090909091,0.987588107585907,True
D0032,O=C(CCC(=O)CCC1CCN(C(=O)N2CCCC(=O)C2)CC1)CCC(=O)c1ccncc1F,473.545,3.3791,104.72,0.482655197380057,6,0,10,3,34,0.6,0.987588107585907,True
D0033,Cc1cc(F)cc(-c2ccc(F)c(N3CCC(CCC(=O)CCC(=O)c4ccncc4F)CC3)c2)c1,494.557,6.70312000000001,50.27,0.310623896819946,4,0,9,4,36,0.344827586206897,0.993006467819214,True
D0034,Cc1cc(F)cc(C2=NC(=O)N(N3CCC(CCC(=O)CCC(=O)c4ccncc4F)CC3)C(=O)C2)c1,510.541,4.44902,100.01,0.462384270288784,6,0,9,4,37,0.407407407407407,0.980730652809143,True
D0035,Cc1ccc(-c2cn(N3CCC(CCC(=O)CCC(=O)c4ccncc4F)CC3)ccc2=O)c(C)c1,489.591,5.02664000000001,72.27,0.394542489646958,6,0,9,4,36,0.379310344827586,0.988404870033264,True
D0036,Cc1cc(F)cc(N(C(=O)CCN2CCC(CCC(=O)CCC(=O)c3ccncc3F)CC2)N2CCC(CCC(=O)CCC(=O)c3ccncc3F)CC2)c1,761.886,7.28922000000001,120.85,0.116066739810022,9,0,19,5,55,0.5,0.993849813938141,True
D0037,Cc1cc(F)cc(-c2ccc3c(c2)C(N2CCC(CCC(=O)CCC(=O)c4ccncc4F)CC2)CN3)c1,517.62,6.52622000000001,62.3,0.327294883004235,5,1,9,5,38,0.387096774193548,0.975185394287109,True
D0038,O=C(CCC(=O)c1ccncc1F)CCC1CCN(C2=C(N3CCC(CCC(=O)CCC(=O)c4ccncc4F)CC3)C(=O)N(c3ccccc3)C2=O)CC1,753.847,6.28840000000001,137.92,0.114297210436922,10,0,17,6,55,0.428571428571429,0.986394107341766,True
D0039,CN(C)C(=O)c1ccc2c(c1)CCN2N1CCC(CCC(=O)CCC(=O)CCC(=O)c2ccncc2F)CC1,536.648,4.2737,90.89,0.374258019375297,7,0,12,4,39,0.5,0.986901879310608,True
D0040,CN(C)C(=O)c1ccc2c(c1)CCN2N1CCC(CCC(=O)CCC(=O)c2ccncc2F)CC1,480.584,3.9244,73.82,0.506704548858406,6,0,9,4,35,0.481481481481481,0.986901879310608,True
D0041,O=C(CCC(=O)c1ccncc1F)CCC1CCN(C(=O)Nc2ccccc2C2CCN(CCC(=O)c3ccncc3F)CC2)CC1,645.751,6.46350000000001,112.57,0.212343561617016,7,1,13,5,47,0.444444444444444,0.967880666255951,True
D0042,Cc1ccccc1C1Oc2c(cc3c(c2C)OCN(N2CCC(CCC(=O)CCC(=O)c4ccncc4F)CC2)C3)C1=O,585.676,5.94524000000001,89.04,0.285063265246669,8,0,9,6,43,0.411764705882353,0.98643946647644,True
D0043,O=C(CCC(=O)c1ccncc1F)CCC1CCN(C2=C(c3ccccc3-[n+]3ccccc3)C(=O)N(N3CCC(CCC(=O)CCC(=O)c4ccncc4F)CC3)C2=O)CC1,831.941,6.47520000000001,141.8,0.0622203639451645,10,0,18,7,61,0.382978723404255,0.971623301506043,True
D0044,O=C(CCC(=O)c1ccncc1F)CCC1CCN(N2C(=O)C(c3ccc(F)cc3)=C(N3CCC(CCC(=O)c4ccccc4)CC3)C2=O)CC1,696.795,6.45420000000001,107.96,0.13983397891448,8,0,14,6,51,0.4,0.973499238491058,True
D0045,Cc1cc(F)cc(-c2cnc(N3CCC(CCC(=O)CCC(=O)c4ccncc4F)CC3)c(C)c2)c1,491.582,6.26744000000001,63.16,0.330362666485432,5,0,9,4,36,0.379310344827586,0.989726722240448,True
D0046,O=C(CCC(=O)c1ccncc1F)CCC1CCN(CSCCc2ccccc2)CC1,442.6,5.17830000000001,50.27,0.334907223742621,5,0,12,3,31,0.48,0.984356224536896,True
D0047,Cc1ccc(-n2ccc(=O)c(N3CCC(CCC(=O)CCC(=O)c4ccncc4F)CC3)c2)c(C)c1,489.591,5.21724000000001,72.27,0.385652046431495,6,0,9,4,36,0.379310344827586,0.993533253669739,True
D0048,Cc1ccccc1CCC(C)N1CCC(CCC(=O)CCC(=O)c2ccncc2F)CC1,438.587,5.57462000000001,50.27,0.430192942550111,4,0,11,3,32,0.518518518518519,0.959172904491425,True
D0049,O=C(CCC(=O)c1ccncc1F)CCC1CCN(NC(=O)[n+]2ccccc2)CC1,413.473,2.7053,83.25,0.531486484969266,5,1,8,3,30,0.409090909090909,0.984605312347412,True
D0050,Cn1cc(N2CCC(CCC(=O)CCC(=O)c3ccncc3F)CC2)cc(OC(=O)c2ccccc2)c1=O,519.573,4.3674,98.57,0.289804358491535,8,0,10,4,38,0.344827586206897,0.992645740509033,True
D0051,Cc1cc(F)cc(-c2cc(N3CCC(CCC(=O)CCC(=O)c4ccncc4F)CC3)c(=O)n(C)c2)c1,507.581,5.26272,72.27,0.369514224957185,6,0,9,4,37,0.379310344827586,0.985221803188324,True
D0052,O=C(CCC(=O)c1ccncc1F)CCC1CCN(C2=C([n+]3ccccc3)C(=O)N(N3CCC(CCC(=O)CCC(=O)c4ccncc4F)CC3)C2=O)CC1,755.843,4.94350000000001,141.8,0.105690224725708,10,0,17,6,55,0.439024390243902,0.991001665592194,True
D0053,Cc1cc(F)cc(-c2ncc(N3CCC(CCC(=O)CCC(=O)c4ccncc4F)CC3)cn2)c1,478.543,5.35402000000001,76.05,0.385866036628573,6,0,9,4,35,0.37037037037037,0.973646461963654,True
D0054,CSc1ncc(N2CCC(CCC(=O)CCC(=O)c3ccncc3F)CC2)cn1,416.522,3.9614,76.05,0.347816702849518,7,0,9,3,29,0.476190476190476,0.986784994602203,True
D0055,Cc1c2c(cc3c1OC(=Cc1ccncc1F)C3=O)CN(N1CCC(CCC(=O)CCC(=O)c3ccncc3F)CC1)CO2,602.638,5.47072000000001,101.93,0.23308149399855,9,0,9,6,44,0.363636363636364,0.99401593208313,True
D0056,O=C(CCC(=O)CCC1CCN(C(=O)Nc2ccc3nc4n(c(=O)c3c2)CCC4)CC1)CCC(=O)c1ccncc1F,575.641000000001,4.4824,131.33,0.333571073962971,8,1,11,5,42,0.451612903225806,0.99536406993866,True
D0057,O=C(CCC(=O)c1ccncc1F)CCC1CCN(C(=O)[n+]2ccccc2)CC1,398.458,3.2007,71.22,0.530449526410926,4,0,7,3,29,0.409090909090909,0.95978593826294,True
D0058,O=C(CCC(=O)c1ccncc1F)CCC1CCN(C(=O)c2ccccc2CCc2ccccc2)CC1,500.614,5.87050000000001,67.34,0.308921832527091,4,0,11,4,37,0.354838709677419,0.973785698413849,True
D0059,Cc1cc(F)cc(-c2ccc3[nH]c4c(=O)n(N5CCC(CCC(=O)CCC(=O)c6ccncc6F)CC5)c(=S)[nH]c4c3c2)c1,615.706,6.54941000000001,103.85,0.144039864286159,7,2,9,6,44,0.303030303030303,0.990381062030792,True
D0060,Cc1cc(F)cc(-c2ncc3c(=O)n(N4CCC(CCC(=O)CCC(=O)c5ccncc5F)CC4)c(=O)n(C)c3n2)c1,576.604,3.49922,120.05,0.277888117736474,10,0,9,5,42,0.366666666666667,0.98732203245163,True
D0061,O=C(CCC(=O)c1ccncc1F)CCC1CCN(NC(=O)c2ccccc2C2CCN(N3CCC([n+]4ccccc4)CC3)CC2)CC1,655.839,5.30890000000001,89.73,0.20912368673434,7,1,12,6,48,0.5,0.979730486869812,True
D0062,O=C(CCC(=O)c1ccncc1F)CCC1CCN(C(=O)Nc2ccccc2C2CCN(N3CCC(c4ccncc4F)CC3)CC2)CC1,672.821,6.98510000000001,98.74,0.219518983876455,7,1,11,6,49,0.5,0.961848974227905,True
D0063,O=C(CCC(=O)c1ccncc1F)CCC1CCN(C(=O)Nc2ccccc2C2CCN(N3CCC(CCC(=O)c4ccncc4F)CC3)CC2)CC1,728.885,7.48060000000001,115.81,0.170065345857795,8,1,14,6,53,0.51219512195122,0.961848974227905,True
D0064,O=C(CCC(=O)c1ccncc1F)CCC1CCN(C(=O)Nc2ccccc2C2CCN(N3CCC(CCC(=O)CCC(=O)c4ccncc4F)CC3)CC2)CC1,784.949,7.82990000000001,132.88,0.136101090473799,9,1,17,6,57,0.522727272727273,0.961848974227905,True
D0065,O=C(CCC(=O)c1ccncc1F)CCC1CCN(S(=O)(=O)c2ccccc2-[n+]2ccccc2)CC1,510.611,3.9105,88.29,0.304865403974348,5,0,10,4,36,0.333333333333333,0.981159090995789,True
D0066,Cc1ccccc1ON1CCC(CCC(=O)CCC(=O)c2ccncc2F)CC1,398.478,4.54732,59.5,0.580257717886533,5,0,9,3,29,0.434782608695652,0.981985032558441,True
D0067,Cc1ccccc1ON1CCC(CCC(=O)CCC(=O)CCC(=O)c2ccncc2F)CC1,454.542,4.89662000000001,76.57,0.424879091583412,6,0,12,3,33,0.461538461538462,0.981985032558441,True
D0068,Cc1cc(F)cc(-c2nc3c(c(=O)n(N4CCC(CCC(=O)CCC(=O)c5ccncc5F)CC4)c(=O)n3C)n2C)c1,578.62,3.44272,112.09,0.279844282259297,10,0,9,5,42,0.4,0.986746907234192,True
D0069,O=C(CCC(=O)c1ccncc1F)CCC1CCN(n2ccc(=O)cc2-[n+]2ccccc2)CC1,463.533,3.0195,76.15,0.360244043375597,6,0,9,4,34,0.346153846153846,0.990145206451416,True
D0070,O=C(CCC(=O)CCC1CCN(C[n+]2ccccc2)CC1)CCC(=O)c1ccncc1F,440.539,3.5394,71.22,0.372955777686045,5,0,12,3,32,0.48,0.985028624534607,True
D0071,CCN(CC)Cc1cc(N2CCC(CCC(=O)CCC(=O)c3ccncc3F)CC2)ncn1,455.578,4.0813,79.29,0.446246653263158,7,0,12,3,33,0.56,0.988778054714203,True
D0072,O=C(CCC(=O)c1ccncc1F)CCC1CCN(C(=O)CC[n+]2ccccc2)CC1,426.512,3.1493,71.22,0.43227005220298,4,0,10,3,31,0.458333333333333,0.970967769622803,True
D0073,Cc1cc(F)cc(-n2cc(N3CCC(CCC(=O)c4ccncc4F)CC3)c(=O)cc2N2CCC(CCC(=O)CCC(=O)c3ccncc3F)CC2)c1,727.828,7.46152000000001,105.47,0.123399620029569,9,0,14,6,53,0.414634146341463,0.990556299686432,True
D0074,Cc1cc(F)cc(-n2cc(N3CCC(CCC(=O)CCC(=O)c4ccncc4F)CC3)c(=O)cc2N2CCC(CCC(=O)CCC(=O)c3ccncc3F)CC2)c1,783.892,7.81082000000001,122.54,0.0987627507799127,10,0,17,6,57,0.431818181818182,0.990556299686432,True
D0075,Cc1ccc(C2=C(N3CCC(CCC(=O)c4ccccc4)CC3)C(=O)N(N3CCC(CCC(=O)CCC(=O)c4ccncc4F)CC3)C2=O)c(C)c1,706.859,6.93194000000001,107.96,0.131268004231606,8,0,14,6,52,0.428571428571429,0.993777871131897,True
D0076,Cc1cc(F)cc(CCN2CCC(CCC(=O)CCC(=O)CCC(=O)c3ccncc3F)CC2)c1,484.587,5.28442000000001,67.34,0.361816598015508,5,0,13,3,35,0.5,0.985417306423187,True
D0077,Cc1cc(F)cc(CCN2CCC(CCC(=O)CCC(=O)c3ccncc3F)CC2)c1,428.523,4.93512000000001,50.27,0.503426422948154,4,0,10,3,31,0.48,0.985417306423187,True
D0078,Cc1cc(F)cc(-c2cc(F)cc(N3CCC(CCC(=O)CCC(=O)c4ccncc4F)CC3)c2)c1,494.557,6.70312000000001,50.27,0.310623896819946,4,0,9,4,36,0.344827586206897,0.981457889080048,True
D0079,Cc1cc(F)cc(CN2CCC(CCC(=O)CCC(=O)c3ccncc3F)CC2)c1,414.496,4.89262,50.27,0.548262478551558,4,0,9,3,30,0.458333333333333,0.987994611263275,True
D0080,Cc1cc(F)cc(CN2CCC(CCC(=O)CCC(=O)CCC(=O)c3ccncc3F)CC2)c1,470.56,5.24192000000001,67.34,0.396928629903489,5,0,12,3,34,0.481481481481481,0.987994611263275,True
D0081,Cc1cc(F)cc(SCN2CCC(CCC(=O)CCC(=O)c3ccncc3F)CC2)c1,446.563,5.44222000000001,50.27,0.359185078770708,5,0,10,3,31,0.458333333333333,0.990764737129211,True
D0082,CC(c1ccccc1-[n+]1ccccc1)N(C=O)CCN1CCC(CCC(=O)CCC(=O)c2ccncc2F)CC1,545.679,4.74120000000001,74.46,0.166221347314378,5,0,14,4,40,0.40625,0.970699310302734,True
D0083,O=C(CCC(=O)c1ccncc1F)CCC1CCN(C(=O)Nc2ccccc2CCC(=O)N2CCC([n+]3ccccc3)CC2)CC1,628.769,5.56080000000001,103.56,0.209034949445302,5,1,12,5,46,0.444444444444444,0.982374489307404,True
D0084,Cc1cc(F)cc(-c2cc(F)ccc2N2CCC(CCC(=O)CCC(=O)c3ccncc3F)CC2)c1,494.557,6.70312000000001,50.27,0.310623896819946,4,0,9,4,36,0.344827586206897,0.984569847583771,True
D0085,Cc1cc(F)cc(CCC(C)N2CCC(CCC(=O)CCC(=O)CCC(=O)c3ccncc3F)CC2)c1,512.641,6.06302000000001,67.34,0.287821189117317,5,0,14,3,37,0.533333333333333,0.979759097099304,True
D0086,Cc1cc(F)cc(CCC(C)N2CCC(CCC(=O)CCC(=O)c3ccncc3F)CC2)c1,456.577,5.71372000000001,50.27,0.406311353236374,4,0,11,3,33,0.518518518518519,0.979759097099304,True
D0087,Cc1cc(F)cc(C2=C(N3CCC(CCC(=O)c4ccccc4)CC3)C(=O)N(N3CCC(CCC(=O)CCC(=O)c4ccncc4F)CC3)C2=O)c1,710.822,6.76262000000001,107.96,0.133482030171947,8,0,14,6,52,0.414634146341463,0.986137807369232,True
D0088,CN(C)C(=O)c1cc(F)cc(N2CCC(CCC(=O)CCC(=O)c3ccncc3F)CC2)c1,457.521,4.2904,70.58,0.525620194418544,5,0,9,3,33,0.44,0.991834044456482,True
D0089,Cc1cc(F)cc(C2Oc3c(cc4c(c3C)OCN(N3CCC(CCC(=O)CCC(=O)c5ccncc5F)CC3)C4)C2=O)c1,603.666,6.08434000000001,89.04,0.271958780190791,8,0,9,6,44,0.411764705882353,0.984581887722015,True
D0090,Cc1cc(F)cc(-c2cc(F)c(F)cc2N2CCC(CCC(=O)CCC(=O)c3ccncc3F)CC2)c1,512.547,6.84222000000001,50.27,0.232655049468293,4,0,9,4,37,0.344827586206897,0.984569847583771,True
D0091,Cc1cc(F)cc(N(C)S(=O)(=O)CCN2CCC(CCC(=O)CCC(=O)c3ccncc3F)CC2)c1,521.630000000001,4.15862,87.65,0.390028980641547,6,0,12,3,36,0.5,0.996988356113434,True
D0092,Cc1cc(F)cc(N(C(=O)CCCN2CCC(CCC(=O)CCC(=O)c3ccncc3F)CC2)N2CCC(CCC(=O)CCC(=O)c3ccncc3F)CC2)c1,775.913,7.67932000000001,120.85,0.106509293968202,9,0,20,5,56,0.511627906976744,0.9895259141922,True
D0093,CN(C)C(=O)CON1CCC(CCC(=O)CCC(=O)c2ccncc2F)CC1,393.459,2.2647,79.81,0.567540933685593,6,0,10,2,28,0.6,0.995048224925995,True
D0094,CN(C)C(=O)CON1CCC(CCC(=O)CCC(=O)CCC(=O)c2ccncc2F)CC1,449.523,2.614,96.88,0.427145936249422,7,0,13,2,32,0.608695652173913,0.995048224925995,True
D0095,O=C(CCC(=O)c1ccncc1F)CCC1CCN(Oc2ccncc2F)CC1,403.429,3.773,72.39,0.593700676019341,6,0,9,3,29,0.428571428571429,0.985670030117035,True
D0096,O=C(CCC(=O)c1ccncc1F)CCC1CCN(NC(=O)CC[n+]2ccccc2)CC1,441.527,2.6539,83.25,0.428227063264362,5,1,11,3,32,0.458333333333333,0.983021974563599,True
D0097,O=C(CCC(=O)c1ccncc1F)CCC1CCN(N2C(=O)C(c3ccc4nc5n(c(=O)c4c3)CCC5)=C([n+]3ccccc3)C2=O)CC1,649.703,3.5408,126.42,0.145171005237787,9,0,10,7,48,0.333333333333333,0.994005799293518,True
D0098,Cc1cc(F)cc(NN2CCC(CCC(=O)CCC(=O)c3ccncc3F)CC2)c1,415.484,4.71952000000001,62.3,0.600709771531275,5,1,9,3,30,0.434782608695652,0.991255640983582,True
D0099,Cc1cc(F)cc(NN2CCC(CCC(=O)CCC(=O)CCC(=O)c3ccncc3F)CC2)c1,471.548,5.06882000000001,79.37,0.435658700573028,6,1,12,3,34,0.461538461538462,0.991255640983582,True
D0100,Cc1cc(F)cc(-c2ccc3c(c2)C(=O)N(N2CCC(CCC(=O)CCC(=O)c4ccncc4F)CC2)C3=O)c1,545.586,5.57062000000001,87.65,0.258113558107844,6,0,9,5,40,0.32258064516129,0.984200060367584,True
D0101,Cc1cc(F)cc(-c2ccc3oc(=O)c(N4CCC(CCC(=O)CCC(=O)c5ccncc5F)CC4)cc3c2)c1,544.598,6.67042000000001,80.48,0.172957502189277,6,0,9,5,40,0.3125,0.98807817697525,True
D0102,CC1CCN(CN2CCC(CCC(=O)CCC(=O)CCC(=O)c3ccncc3F)CC2)CC1,459.606,4.2836,70.58,0.434592410665882,6,0,12,3,33,0.692307692307692,0.988376140594482,True
D0103,CCC(C)(c1cc(C)cc(F)c1)N1CCC(CCC(=O)CCC(=O)CCC(=O)c2ccncc2F)CC1,512.641,6.36712000000001,67.34,0.291958223518471,5,0,13,3,37,0.533333333333333,0.989714324474335,True
D0104,Cc1ccc(NC(=O)N2CCC(CCC(=O)CCC(=O)c3ccncc3F)CC2)cc1F,443.494,4.92452000000001,79.37,0.58729344264192,4,1,8,3,32,0.416666666666667,0.991858780384064,True
D0105,Cc1ccccc1C(=O)ON1CCC(CCC(=O)CCC(=O)c2ccncc2F)CC1,426.488,4.32532,76.57,0.555861936358654,6,0,9,3,31,0.416666666666667,0.976028859615326,True
D0106,CCN(CCCc1ccccc1-[n+]1ccccc1)CN1CCC(CCC(=O)CCC(=O)CCC(=O)c2ccncc2F)CC1,601.787,5.78310000000001,74.46,0.135931085405828,6,0,18,4,44,0.472222222222222,0.932449519634247,True
D0107,CCN(CC)Cc1cc2c(cc1N1CCCCC1)C(=O)C(N1CCC(CCC(=O)CCC(=O)CCC(=O)c3ccncc3F)CC1)C2,646.848,6.23390000000001,90.89,0.19833823066687,8,0,16,5,47,0.605263157894737,0.977404117584229,True
D0108,Cc1cc(F)cc(CCSCN2CCC(CCC(=O)CCC(=O)c3ccncc3F)CC2)c1,474.617,5.62582000000001,50.27,0.294944235587157,5,0,12,3,33,0.5,0.989582896232605,True
D0109,CN(C)C(=O)c1cccc(N2CCC(CCC(=O)CCC(=O)c3ccncc3F)CC2)c1,439.531,4.1513,70.58,0.549142735017863,5,0,9,3,32,0.44,0.994290590286255,True
D0110,CN(C)C(=O)c1cccc(N2CCC(CCC(=O)CCC(=O)CCC(=O)c3ccncc3F)CC2)c1,495.595,4.5006,87.65,0.403079366645581,6,0,12,3,36,0.464285714285714,0.994290590286255,True
D0111,Cn1cc(N2CCC(CCC(=O)c3ccncc3F)CC2)cc(OC(=O)c2ccccc2)c1=O,463.509,4.0181,81.5,0.388955775000144,7,0,7,4,34,0.307692307692308,0.990692436695099,True
D0112,Cc1ccc(CCN2CCC(CCC(=O)CCC(=O)c3ccncc3F)CC2)c(C)c1,424.56,5.10444000000001,50.27,0.497799484917849,4,0,10,3,31,0.5,0.99277400970459,True
D0113,Cc1ccc(-c2ccccc2C(=O)N(C)C)cc1N1CCC(CCC(=O)CCC(=O)c2ccncc2F)CC1,529.656,6.12672000000001,70.58,0.295759736421941,5,0,10,4,39,0.375,0.991622984409332,True
D0114,CN(C)C(=O)c1cc(F)ccc1N1CCC(CCC(=O)CCC(=O)c2ccncc2F)CC1,457.521,4.2904,70.58,0.525620194418544,5,0,9,3,33,0.44,0.993868291378021,True
D0115,CN(C)C(=O)c1cc(F)ccc1N1CCC(CCC(=O)CCC(=O)CCC(=O)c2ccncc2F)CC1,513.585,4.63970000000001,87.65,0.384484732066958,6,0,12,3,37,0.464285714285714,0.993868291378021,True
D0116,O=C(CCC(=O)c1ccncc1F)CCC1CCN(c2cccc(-c3ccc(F)cc3)c2)CC1,462.54,6.25560000000001,50.27,0.352537580764652,4,0,9,4,34,0.321428571428571,0.983600556850433,True
